age,id,workclass,education,marital-status,occupation,relationship,race,sex,native-country,target
24,tr281, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
38,tr282, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male, United-States, <=50K
48,tr283, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
21,tr284, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
31,tr285, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
55,tr286, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
24,tr287, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, Laos, <=50K
43,tr288, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
26,tr289, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
46,tr290, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
41,tr291, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
34,tr292, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Taiwan, >50K
19,tr293, ?, Some-college, Never-married, ?, Own-child, Black, Female, United-States, <=50K
22,tr294, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States, <=50K
24,tr295, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
22,tr296, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, Mexico, <=50K
29,tr297, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
62,tr298, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
39,tr299, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
43,tr300, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
35,tr301, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
29,tr302, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
76,tr303, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
63,tr304, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
23,tr305, ?, Assoc-voc, Never-married, ?, Own-child, Black, Female, United-States, <=50K
43,tr306, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
58,tr307, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
66,tr308, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
41,tr309, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
26,tr310, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
47,tr311, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
55,tr312, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
53,tr313, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
17,tr314, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male, Mexico, <=50K
30,tr315, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
49,tr316, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
19,tr317, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male, Haiti, <=50K
45,tr318, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
26,tr319, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
38,tr320, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
36,tr321, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
33,tr322, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
22,tr323, State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female, United-States, <=50K
43,tr324, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
67,tr325, ?, 11th, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
30,tr326, ?, Assoc-voc, Divorced, ?, Unmarried, White, Female, United-States, <=50K
56,tr327, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male, Iran, <=50K
31,tr328, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
33,tr329, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
26,tr330, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
33,tr331, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
46,tr332, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
59,tr333, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
38,tr334, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
65,tr335, Private, 11th, Widowed, Other-service, Unmarried, Other, Male, United-States, <=50K
40,tr336, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
42,tr337, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
26,tr338, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal, <=50K
36,tr339, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
62,tr340, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
43,tr341, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
43,tr342, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
22,tr343, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male, United-States, <=50K
28,tr344, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
56,tr345, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
22,tr346, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
57,tr347, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
39,tr348, Private, HS-grad, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
26,tr349, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
17,tr350, Private, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
40,tr351, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
45,tr352, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
44,tr353, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
20,tr354, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
33,tr355, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
23,tr356, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
46,tr357, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
38,tr358, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
54,tr359, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
46,tr360, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
25,tr361, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
46,tr362, Private, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
36,tr363, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States, <=50K
23,tr364, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
29,tr365, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
44,tr366, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
19,tr367, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
19,tr368, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
35,tr369, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
27,tr370, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
46,tr371, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
34,tr372, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?, >50K
34,tr373, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
44,tr374, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
45,tr375, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States, <=50K
20,tr376, ?, HS-grad, Never-married, ?, Other-relative, White, Female, United-States, <=50K
25,tr377, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
52,tr378, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
20,tr379, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
28,tr380, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
50,tr381, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
34,tr382, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
28,tr383, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Puerto-Rico, <=50K
41,tr384, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
28,tr385, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
46,tr386, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
28,tr387, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States, >50K
32,tr388, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
41,tr389, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
24,tr390, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
33,tr391, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
46,tr392, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
31,tr393, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
35,tr394, Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
30,tr395, Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
34,tr396, Local-gov, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
20,tr397, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
17,tr398, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
32,tr399, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
29,tr400, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
33,tr401, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female, United-States, <=50K
25,tr402, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
36,tr403, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
23,tr404, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, Dominican-Republic, <=50K
63,tr405, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
47,tr406, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
40,tr407, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
30,tr408, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
27,tr409, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, Philippines, <=50K
33,tr410, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
34,tr411, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male, United-States, <=50K
34,tr412, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female, United-States, <=50K
23,tr413, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
42,tr414, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
29,tr415, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
45,tr416, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
24,tr417, Federal-gov, HS-grad, Never-married, Armed-Forces, Own-child, White, Male, United-States, <=50K
44,tr418, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
27,tr419, Private, 9th, Never-married, Craft-repair, Other-relative, White, Male, Mexico, <=50K
20,tr420, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
44,tr421, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
51,tr422, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
20,tr423, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
17,tr424, ?, 11th, Never-married, ?, Own-child, White, Female, United-States, <=50K
