workclass,id,education,marital-status,occupation,relationship,race,sex,native-country,target
 Private,tr287, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, Laos, <=50K
 Private,tr288, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private,tr289, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male, United-States, <=50K
 Private,tr290, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Self-emp-inc,tr291, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, >50K
 Private,tr292, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Taiwan, >50K
 ?,tr293, Some-college, Never-married, ?, Own-child, Black, Female, United-States, <=50K
 Private,tr294, Some-college, Never-married, Sales, Own-child, White, Male, United-States, <=50K
 Private,tr295, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr296, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, Mexico, <=50K
 Private,tr297, Some-college, Never-married, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private,tr298, HS-grad, Widowed, Other-service, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr299, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private,tr300, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr301, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr302, 11th, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc,tr303, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr304, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 ?,tr305, Assoc-voc, Never-married, ?, Own-child, Black, Female, United-States, <=50K
 Private,tr306, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States, >50K
 Self-emp-not-inc,tr307, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private,tr308, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr309, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
 Private,tr310, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States, <=50K
 Private,tr311, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male, United-States, <=50K
 Local-gov,tr312, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Private,tr313, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr314, 5th-6th, Never-married, Other-service, Other-relative, White, Male, Mexico, <=50K
 Private,tr315, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States, <=50K
 Private,tr316, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr317, HS-grad, Never-married, Sales, Unmarried, Black, Male, Haiti, <=50K
 Private,tr318, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male, United-States, <=50K
 Private,tr319, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private,tr320, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 State-gov,tr321, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private,tr322, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 State-gov,tr323, Some-college, Never-married, Protective-serv, Own-child, Black, Female, United-States, <=50K
 Self-emp-not-inc,tr324, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 ?,tr325, 11th, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
 ?,tr326, Assoc-voc, Divorced, ?, Unmarried, White, Female, United-States, <=50K
 Private,tr327, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male, Iran, <=50K
 Private,tr328, Bachelors, Never-married, Prof-specialty, Own-child, White, Male, United-States, <=50K
 Private,tr329, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr330, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States, <=50K
 Private,tr331, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov,tr332, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 ?,tr333, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States, >50K
 Federal-gov,tr334, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private,tr335, 11th, Widowed, Other-service, Unmarried, Other, Male, United-States, <=50K
 Private,tr336, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private,tr337, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc,tr338, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal, <=50K
 Private,tr339, 10th, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
 Private,tr340, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr341, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private,tr342, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, >50K
 Private,tr343, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male, United-States, <=50K
 Private,tr344, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr345, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr346, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private,tr347, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, >50K
 Private,tr348, HS-grad, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 Federal-gov,tr349, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private,tr350, 11th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 State-gov,tr351, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, >50K
 Private,tr352, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States, <=50K
 Private,tr353, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male, United-States, <=50K
 Local-gov,tr354, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private,tr355, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female, United-States, <=50K
 Private,tr356, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc,tr357, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private,tr358, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr359, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private,tr360, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female, United-States, <=50K
 Private,tr361, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private,tr362, Some-college, Divorced, Sales, Not-in-family, White, Female, United-States, <=50K
 Local-gov,tr363, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female, United-States, <=50K
 Private,tr364, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private,tr365, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private,tr366, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private,tr367, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private,tr368, HS-grad, Never-married, Other-service, Other-relative, White, Female, United-States, <=50K
 Private,tr369, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
 Private,tr370, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc,tr371, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 State-gov,tr372, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, ?, >50K
 Private,tr373, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private,tr374, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, <=50K
 Private,tr375, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States, <=50K
 ?,tr376, HS-grad, Never-married, ?, Other-relative, White, Female, United-States, <=50K
 Private,tr377, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Self-emp-inc,tr378, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr379, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private,tr380, Some-college, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 State-gov,tr381, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, >50K
 Private,tr382, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private,tr383, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, Puerto-Rico, <=50K
 Private,tr384, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private,tr385, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr386, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 ?,tr387, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States, >50K
 Private,tr388, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Local-gov,tr389, Some-college, Divorced, Other-service, Not-in-family, Black, Female, United-States, <=50K
 Private,tr390, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K
 Private,tr391, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private,tr392, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 State-gov,tr393, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private,tr394, 12th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
 Private,tr395, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Local-gov,tr396, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male, United-States, <=50K
 Private,tr397, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private,tr398, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 State-gov,tr399, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private,tr400, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male, United-States, <=50K
 Private,tr401, 10th, Never-married, Craft-repair, Unmarried, White, Female, United-States, <=50K
 Private,tr402, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Federal-gov,tr403, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr404, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male, Dominican-Republic, <=50K
 Self-emp-inc,tr405, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov,tr406, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc,tr407, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private,tr408, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States, >50K
 Private,tr409, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, Philippines, <=50K
 Private,tr410, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Local-gov,tr411, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male, United-States, <=50K
 Local-gov,tr412, Some-college, Never-married, Protective-serv, Not-in-family, White, Female, United-States, <=50K
 Private,tr413, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, <=50K
 Local-gov,tr414, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Private,tr415, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private,tr416, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Federal-gov,tr417, HS-grad, Never-married, Armed-Forces, Own-child, White, Male, United-States, <=50K
 Private,tr418, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private,tr419, 9th, Never-married, Craft-repair, Other-relative, White, Male, Mexico, <=50K
 Private,tr420, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States, <=50K
 Private,tr421, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female, United-States, <=50K
 Private,tr422, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private,tr423, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 ?,tr424, 11th, Never-married, ?, Own-child, White, Female, United-States, <=50K
 Private,tr425, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private,tr426, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male, ?, >50K
 Self-emp-not-inc,tr427, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, >50K
 Private,tr428, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, United-States, >50K
 Private,tr429, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, <=50K
 Private,tr430, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States, <=50K
 Private,tr431, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 ?,tr432, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States, <=50K
